year,comuna,hour,weekday,month,count
2013,5,16,1,2,1
2013,5,16,1,3,1
2013,5,16,1,5,1
2013,5,16,1,7,1
2013,5,16,1,8,1
2013,5,16,1,11,2
2013,5,16,2,2,2
2013,5,16,2,4,1
2013,5,16,2,5,1
2013,5,16,2,7,1
2013,5,16,2,11,1
2013,5,16,2,12,1
2013,5,16,3,3,2
2013,5,16,3,6,1
2013,5,16,3,8,1
2013,5,16,3,10,1
2013,5,16,4,2,1
2013,5,16,4,3,1
2013,5,16,4,5,1
2013,5,16,4,6,1
2013,5,16,4,10,1
2013,5,16,5,2,1
2013,5,16,5,8,2
2013,5,16,5,9,1
2013,5,16,5,11,3
2013,5,17,0,7,2
2013,5,17,0,12,1
2013,5,17,1,8,1
2013,5,17,1,10,2
2013,5,17,1,11,1
2013,5,17,2,2,1
2013,5,17,2,7,1
2013,5,17,3,4,1
2013,5,17,3,7,1
2013,5,17,3,10,1
2013,5,17,4,1,1
2013,5,17,4,2,1
2013,5,17,4,7,1
2013,5,17,4,8,1
2013,5,17,4,11,1
2013,5,17,4,12,1
2013,5,17,5,2,1
2013,5,17,5,6,1
2013,5,17,5,10,1
2013,5,18,0,1,2
2013,5,18,0,9,2
2013,5,18,1,2,1
2013,5,18,1,4,2
2013,5,18,2,3,1
2013,5,18,2,5,1
2013,5,18,2,7,3
2013,5,18,3,1,2
2013,5,18,3,2,1
2013,5,18,3,3,1
2013,5,18,3,7,1
2013,5,18,3,9,1
2013,5,18,4,1,1
2013,5,18,4,2,1
2013,5,18,4,12,1
2013,5,18,6,3,2
2013,5,18,6,6,1
2013,5,19,0,6,1
2013,5,19,0,8,2
2013,5,19,0,9,1
2013,5,19,1,1,1
2013,5,19,1,5,1
2013,5,19,1,7,1
2013,5,19,1,8,1
2013,5,19,1,9,1
2013,5,19,1,12,1
2013,5,19,2,1,2
2013,5,19,2,3,1
2013,5,19,2,6,2
2013,5,19,2,7,1
2013,5,19,2,10,1
2013,5,19,3,1,2
2013,5,19,3,3,1
2013,5,19,3,4,2
2013,5,19,3,6,1
2013,5,19,3,7,1
2013,5,19,3,11,2
2013,5,19,3,12,1
2013,5,19,4,2,2
2013,5,19,4,3,1
2013,5,19,4,4,2
2013,5,19,4,6,1
2013,5,19,4,7,1
2013,5,19,4,8,1
2013,5,19,4,12,1
2013,5,19,5,1,1
2013,5,19,5,2,1
2013,5,19,5,5,1
2013,5,19,5,10,1
2013,5,19,5,11,2
2013,5,19,6,3,1
2013,5,19,6,10,1
2013,5,20,0,2,1
2013,5,20,0,5,1
2013,5,20,0,6,1
2013,5,20,0,10,1
2013,5,20,0,11,1
2013,5,20,1,1,2
2013,5,20,1,3,2
2013,5,20,1,6,1
2013,5,20,1,7,1
2013,5,20,1,11,1
2013,5,20,1,12,1
2013,5,20,2,1,2
2013,5,20,2,7,1
2013,5,20,2,9,1
2013,5,20,2,10,3
2013,5,20,3,5,1
2013,5,20,3,8,1
2013,5,20,3,9,2
2013,5,20,4,1,1
2013,5,20,4,2,1
2013,5,20,4,7,1
2013,5,20,4,10,1
2013,5,20,4,11,2
2013,5,20,5,3,2
2013,5,20,5,8,1
2013,5,20,5,10,1
2013,5,20,5,11,1
2013,5,20,5,12,1
2013,5,20,6,3,1
2013,5,20,6,4,2
2013,5,20,6,6,1
2013,5,21,0,1,1
2013,5,21,0,7,2
2013,5,21,0,11,2
2013,5,21,0,12,1
2013,5,21,1,9,1
2013,5,21,1,10,3
2013,5,21,1,11,1
2013,5,21,2,1,4
2013,5,21,2,3,1
2013,5,21,2,5,1
2013,5,21,2,11,2
2013,5,21,3,2,1
2013,5,21,3,3,2
2013,5,21,3,4,1
2013,5,21,4,1,1
2013,5,21,4,9,1
2013,5,21,5,1,1
2013,5,21,5,3,1
2013,5,21,5,6,1
2013,5,21,5,9,1
2013,5,21,5,11,4
2013,5,21,5,12,1
2013,5,21,6,6,2
2013,5,22,0,1,2
2013,5,22,0,2,2
2013,5,22,0,5,1
2013,5,22,0,12,1
2013,5,22,1,6,1
2013,5,22,1,12,1
2013,5,22,4,2,1
2013,5,22,5,4,1
2013,5,22,5,5,1
2013,5,22,5,6,2
2013,5,22,6,2,1
2013,5,22,6,5,1
2013,5,23,0,4,1
2013,5,23,1,9,1
2013,5,23,2,9,1
2013,5,23,3,4,1
2013,5,23,3,6,1
2013,5,23,3,7,1
2013,5,23,3,10,1
2013,5,23,4,2,1
2013,5,23,4,5,1
2013,5,23,4,11,1
2013,5,23,5,2,1
2013,5,23,5,3,1
2013,5,23,5,5,1
2013,5,23,5,12,1
2013,5,23,6,1,1
2013,5,23,6,12,1
2013,6,0,0,3,2
2013,6,0,0,4,1
2013,6,0,0,5,2
2013,6,0,0,7,2
2013,6,0,1,3,1
2013,6,0,1,6,1
2013,6,0,1,12,1
2013,6,0,2,1,1
2013,6,0,2,3,1
2013,6,0,2,4,1
2013,6,0,2,7,1
2013,6,0,2,10,1
2013,6,0,3,6,1
2013,6,0,3,7,1
2013,6,0,3,8,1
2013,6,0,3,11,1
2013,6,0,4,2,1
2013,6,0,4,4,1
2013,6,0,4,6,1
2013,6,0,4,8,1
2013,6,0,5,1,1
2013,6,0,5,2,1
2013,6,0,5,11,1
2013,6,0,6,3,2
2013,6,0,6,6,1
2013,6,0,6,7,1
2013,6,0,6,10,1
2013,6,1,0,3,1
2013,6,1,1,4,1
2013,6,1,2,4,1
2013,6,1,2,10,1
2013,6,1,2,12,1
2013,6,1,4,7,1
2013,6,1,5,1,2
2013,6,1,5,9,1
2013,6,1,6,11,1
2013,6,1,6,12,2
2013,6,2,1,2,1
2013,6,2,1,5,1
2013,6,2,3,1,1
2013,6,2,3,7,1
2013,6,2,3,8,1
2013,6,2,3,9,1
2013,6,2,6,3,1
2013,6,2,6,5,1
2013,6,2,6,6,1
2013,6,2,6,9,1
2013,6,2,6,11,1
2013,6,3,2,12,1
2013,6,3,3,3,1
2013,6,3,4,10,1
2013,6,3,6,2,1
2013,6,3,6,9,1
2013,6,3,6,10,1
2013,6,3,6,11,1
2013,6,4,1,8,1
2013,6,4,1,12,1
2013,6,4,4,2,1
2013,6,4,5,2,2
2013,6,4,5,11,1
2013,6,4,6,2,1
2013,6,4,6,7,1
2013,6,4,6,9,1
2013,6,4,6,12,1
2013,6,5,0,6,1
2013,6,5,1,4,1
2013,6,5,3,12,1
2013,6,5,4,5,1
2013,6,5,5,8,1
2013,6,5,6,3,1
2013,6,5,6,7,1
2013,6,5,6,8,1
2013,6,6,0,8,1
2013,6,6,0,9,2
2013,6,6,1,3,1
2013,6,6,1,11,1
2013,6,6,2,2,1
2013,6,6,2,12,1
2013,6,6,3,1,1
2013,6,6,3,9,1
2013,6,6,5,8,1
2013,6,6,6,7,1
2013,6,6,6,8,2
2013,6,6,6,12,1
2013,6,7,2,1,1
2013,6,7,2,10,1
2013,6,7,3,2,1
2013,6,7,5,3,1
2013,6,7,5,12,1
2013,6,7,6,11,1
2013,6,8,1,4,1
2013,6,8,1,6,1
2013,6,8,1,10,1
2013,6,8,1,11,1
2013,6,8,2,8,1
2013,6,8,3,1,1
2013,6,8,3,5,1
2013,6,8,3,6,1
2013,6,8,5,1,1
2013,6,8,5,5,1
2013,6,8,6,4,1
2013,6,8,6,5,1
2013,6,8,6,11,1
2013,6,9,0,1,3
2013,6,9,0,4,2
2013,6,9,0,5,1
2013,6,9,0,6,2
2013,6,9,0,8,1
2013,6,9,1,2,2
2013,6,9,1,7,1
2013,6,9,1,8,1
2013,6,9,1,9,1
2013,6,9,1,10,1
2013,6,9,1,11,1
2013,6,9,2,2,1
2013,6,9,2,9,1
2013,6,9,3,2,1
2013,6,9,3,4,1
2013,6,9,3,11,1
2013,6,9,4,3,1
2013,6,9,4,6,1
2013,6,9,4,7,1
2013,6,9,5,3,1
2013,6,9,5,6,1
2013,6,9,5,8,2
2013,6,9,5,9,1
2013,6,9,6,1,1
2013,6,9,6,4,1
2013,6,10,0,2,1
2013,6,10,0,5,1
2013,6,10,0,7,1
2013,6,10,0,9,1
2013,6,10,1,5,1
2013,6,10,1,8,1
2013,6,10,1,9,2
2013,6,10,2,4,1
2013,6,10,2,5,5
2013,6,10,2,6,1
2013,6,10,2,7,1
2013,6,10,2,8,2
2013,6,10,2,11,1
2013,6,10,3,3,2
2013,6,10,3,10,1
2013,6,10,3,12,1
2013,6,10,4,5,1
2013,6,10,4,11,1
2013,6,10,5,1,2
2013,6,10,5,2,1
2013,6,10,5,3,1
2013,6,10,5,5,2
2013,6,10,6,12,1
2013,6,11,0,1,1
2013,6,11,0,3,1
2013,6,11,0,6,1
2013,6,11,0,7,1
2013,6,11,0,8,1
2013,6,11,0,10,3
2013,6,11,0,12,1
2013,6,11,1,1,3
2013,6,11,1,4,1
2013,6,11,1,7,3
2013,6,11,1,11,1
2013,6,11,1,12,1
2013,6,11,2,3,1
2013,6,11,2,7,1
2013,6,11,2,8,1
2013,6,11,3,7,1
2013,6,11,3,8,3
2013,6,11,3,9,1
2013,6,11,3,10,1
2013,6,11,4,3,1
2013,6,11,4,4,1
2013,6,11,4,5,1
2013,6,11,5,1,2
2013,6,11,5,6,1
2013,6,11,5,8,1
2013,6,11,6,3,1
2013,6,11,6,5,1
2013,6,12,0,2,1
2013,6,12,0,6,1
2013,6,12,0,7,1
2013,6,12,1,2,1
2013,6,12,1,3,2
2013,6,12,1,8,1
2013,6,12,1,9,1
2013,6,12,2,3,2
2013,6,12,2,6,1
2013,6,12,2,7,1
2013,6,12,2,8,1
2013,6,12,2,10,1
2013,6,12,3,1,1
2013,6,12,3,2,2
2013,6,12,3,4,2
2013,6,12,3,5,1
2013,6,12,3,7,1
2013,6,12,3,8,1
2013,6,12,3,9,1
2013,6,12,4,3,1
2013,6,12,4,8,1
2013,6,12,4,9,1
2013,6,12,4,10,1
2013,6,12,4,11,1
2013,6,12,4,12,2
2013,6,12,5,1,1
2013,6,12,5,2,1
2013,6,12,5,4,1
2013,6,12,5,9,1
2013,6,12,5,12,1
2013,6,12,6,5,2
2013,6,12,6,9,1
2013,6,12,6,11,1
2013,6,13,0,2,1
2013,6,13,0,5,2
2013,6,13,0,6,1
2013,6,13,0,9,1
2013,6,13,0,12,1
2013,6,13,1,2,1
2013,6,13,1,3,2
2013,6,13,1,5,1
2013,6,13,1,6,1
2013,6,13,1,9,1
2013,6,13,2,5,1
2013,6,13,2,10,2
2013,6,13,3,2,3
2013,6,13,3,3,1
2013,6,13,3,9,1
2013,6,13,4,1,1
2013,6,13,4,8,1
2013,6,13,4,9,1
2013,6,13,4,11,2
2013,6,13,5,1,3
2013,6,13,5,6,1
2013,6,13,5,9,1
2013,6,13,6,1,1
2013,6,13,6,9,1
2013,6,13,6,10,1
2013,6,14,0,1,1
2013,6,14,0,5,1
2013,6,14,0,9,1
2013,6,14,0,10,1
2013,6,14,1,1,1
2013,6,14,1,6,1
2013,6,14,1,7,1
2013,6,14,1,8,1
2013,6,14,1,9,2
2013,6,14,1,10,1
2013,6,14,2,1,1
2013,6,14,2,3,1
2013,6,14,2,4,1
2013,6,14,2,6,1
2013,6,14,2,7,1
2013,6,14,2,9,1
2013,6,14,3,1,2
2013,6,14,3,3,1
2013,6,14,3,10,1
2013,6,14,4,1,2
2013,6,14,4,3,1
2013,6,14,4,6,2
2013,6,14,4,9,1
2013,6,14,4,10,1
2013,6,14,5,2,1
2013,6,14,5,4,1
2013,6,14,5,8,2
2013,6,14,5,10,2
2013,6,14,5,12,1
2013,6,14,6,5,1
2013,6,14,6,7,1
2013,6,14,6,9,1
2013,6,14,6,12,2
2013,6,15,0,2,2
2013,6,15,0,3,2
2013,6,15,0,6,1
2013,6,15,0,7,1
2013,6,15,0,9,1
2013,6,15,1,1,3
2013,6,15,1,2,1
2013,6,15,1,3,1
2013,6,15,1,4,3
2013,6,15,1,7,1
2013,6,15,1,8,1
2013,6,15,1,9,2
2013,6,15,1,10,1
2013,6,15,2,1,3
2013,6,15,2,4,1
2013,6,15,2,5,1
2013,6,15,2,7,1
2013,6,15,2,9,1
2013,6,15,2,10,2
2013,6,15,2,12,1
2013,6,15,3,2,1
2013,6,15,3,3,1
2013,6,15,3,4,1
2013,6,15,3,5,2
2013,6,15,3,10,2
2013,6,15,4,2,2
2013,6,15,4,3,1
2013,6,15,4,5,1
2013,6,15,4,6,2
2013,6,15,4,9,1
2013,6,15,5,1,1
2013,6,15,5,3,1
2013,6,15,5,4,1
2013,6,15,5,5,2
2013,6,15,5,9,1
2013,6,15,5,10,1
2013,6,15,6,7,1
2013,6,15,6,8,1
2013,6,15,6,9,1
2013,6,16,0,3,2
2013,6,16,0,4,2
2013,6,16,0,10,1
2013,6,16,0,12,1
2013,6,16,1,1,1
2013,6,16,1,2,1
2013,6,16,1,4,2
2013,6,16,1,5,1
2013,6,16,1,6,1
2013,6,16,1,8,2
2013,6,16,1,10,4
2013,6,16,2,2,1
2013,6,16,2,3,1
2013,6,16,2,4,1
2013,6,16,2,8,2
2013,6,16,3,6,2
2013,6,16,3,7,2
2013,6,16,3,10,1
2013,6,16,4,1,1
2013,6,16,4,3,2
2013,6,16,4,4,1
2013,6,16,4,9,1
2013,6,16,4,11,1
2013,6,16,4,12,1
2013,6,16,5,3,1
2013,6,16,5,4,2
2013,6,16,5,5,1
2013,6,16,5,9,3
2013,6,16,5,11,1
2013,6,16,6,1,2
2013,6,16,6,3,1
2013,6,16,6,4,2
2013,6,16,6,6,2
2013,6,17,0,2,2
2013,6,17,0,3,1
2013,6,17,0,4,3
2013,6,17,0,6,1
2013,6,17,0,7,1
2013,6,17,1,5,1
2013,6,17,1,6,1
2013,6,17,1,7,1
2013,6,17,1,8,1
2013,6,17,1,9,1
2013,6,17,1,12,1
2013,6,17,2,4,1
2013,6,17,2,10,1
2013,6,17,3,3,1
2013,6,17,3,4,2
2013,6,17,3,5,1
2013,6,17,3,6,2
2013,6,17,3,7,1
2013,6,17,3,11,1
2013,6,17,3,12,1
2013,6,17,4,2,1
2013,6,17,4,3,1
2013,6,17,4,5,2
2013,6,17,4,9,1
2013,6,17,4,11,1
2013,6,17,4,12,2
2013,6,17,5,6,2
2013,6,17,5,10,1
2013,6,17,6,2,1
2013,6,17,6,3,2
2013,6,17,6,4,3
2013,6,17,6,5,1
2013,6,17,6,7,1
2013,6,18,1,8,1
2013,6,18,1,9,1
2013,6,18,1,10,1
2013,6,18,1,11,1
2013,6,18,2,2,1
2013,6,18,2,4,2
2013,6,18,2,5,1
2013,6,18,2,6,1
2013,6,18,2,8,2
2013,6,18,2,10,1
2013,6,18,3,2,1
2013,6,18,3,4,1
2013,6,18,3,8,2
2013,6,18,3,10,1
2013,6,18,3,12,2
2013,6,18,4,1,1
2013,6,18,4,5,1
2013,6,18,4,6,1
2013,6,18,4,8,2
2013,6,18,4,9,1
2013,6,18,5,4,4
2013,6,18,5,5,1
2013,6,18,5,7,1
2013,6,18,5,9,1
2013,6,18,6,5,1
2013,6,18,6,8,1
2013,6,19,0,4,1
2013,6,19,0,5,2
2013,6,19,0,6,2
2013,6,19,0,7,1
2013,6,19,0,8,1
2013,6,19,0,10,2
2013,6,19,0,11,2
2013,6,19,1,1,1
2013,6,19,1,4,1
2013,6,19,1,5,1
2013,6,19,1,10,1
2013,6,19,2,3,1
2013,6,19,2,5,2
2013,6,19,2,7,2
2013,6,19,2,10,1
2013,6,19,2,11,1
2013,6,19,3,1,1
2013,6,19,3,2,2
2013,6,19,3,5,1
2013,6,19,3,8,1
2013,6,19,3,10,1
2013,6,19,4,1,2
2013,6,19,4,2,2
2013,6,19,4,4,1
2013,6,19,4,5,2
2013,6,19,5,1,1
2013,6,19,5,5,1
2013,6,19,5,7,2
2013,6,19,6,2,1
2013,6,19,6,4,1
2013,6,19,6,5,1
2013,6,19,6,6,3
2013,6,19,6,12,1
2013,6,20,0,1,2
2013,6,20,0,2,1
2013,6,20,0,3,2
2013,6,20,0,6,2
2013,6,20,0,9,1
2013,6,20,0,11,2
2013,6,20,0,12,2
2013,6,20,1,5,1
2013,6,20,1,7,1
2013,6,20,1,9,1
2013,6,20,1,12,1
2013,6,20,2,1,1
2013,6,20,2,4,2
2013,6,20,2,8,1
2013,6,20,2,9,2
2013,6,20,2,10,3
2013,6,20,2,11,3
2013,6,20,3,2,1
2013,6,20,3,4,1
2013,6,20,3,5,1
2013,6,20,3,6,1
2013,6,20,3,8,1
2013,6,20,3,10,2
2013,6,20,4,1,1
2013,6,20,4,2,1
2013,6,20,4,3,2
2013,6,20,4,5,2
2013,6,20,4,6,1
2013,6,20,4,9,1
2013,6,20,4,10,5
2013,6,20,4,12,1
2013,6,20,5,1,2
2013,6,20,5,5,3
2013,6,20,5,6,1
2013,6,20,5,10,1
2013,6,20,5,11,1
2013,6,20,5,12,1
2013,6,20,6,1,1
2013,6,20,6,4,1
2013,6,20,6,5,2
2013,6,20,6,6,4
2013,6,20,6,7,1
2013,6,20,6,8,1
2013,6,20,6,11,1
2013,6,21,0,2,2
2013,6,21,0,3,2
2013,6,21,0,5,3
2013,6,21,0,6,1
2013,6,21,0,10,1
2013,6,21,1,2,3
2013,6,21,1,3,1
2013,6,21,1,9,2
2013,6,21,1,10,1
2013,6,21,2,4,1
2013,6,21,2,10,2
2013,6,21,3,3,3
2013,6,21,3,5,2
2013,6,21,3,6,3
2013,6,21,3,10,1
2013,6,21,3,11,1
2013,6,21,4,2,1
2013,6,21,4,3,1
2013,6,21,4,4,1
2013,6,21,4,5,1
2013,6,21,4,9,1
2013,6,21,4,10,1
2013,6,21,5,1,2
2013,6,21,5,6,1
2013,6,21,5,8,1
2013,6,21,6,1,1
2013,6,21,6,2,1
2013,6,21,6,3,1
2013,6,21,6,5,1
2013,6,21,6,8,1
2013,6,21,6,9,2
2013,6,21,6,10,1
2013,6,21,6,12,2
2013,6,22,0,2,1
2013,6,22,0,4,2
2013,6,22,1,3,1
2013,6,22,1,5,1
2013,6,22,1,8,2
2013,6,22,1,9,1
2013,6,22,2,2,1
2013,6,22,2,12,1
2013,6,22,3,1,1
2013,6,22,3,6,1
2013,6,22,3,8,1
2013,6,22,3,11,1
2013,6,22,3,12,1
2013,6,22,4,4,1
2013,6,22,4,6,1
2013,6,22,4,8,1
2013,6,22,4,9,1
2013,6,22,4,10,1
2013,6,22,5,1,2
2013,6,22,5,2,3
2013,6,22,5,5,1
2013,6,22,5,6,1
2013,6,22,5,9,3
2013,6,22,6,2,2
2013,6,22,6,3,1
2013,6,22,6,8,1
2013,6,22,6,10,2
2013,6,22,6,12,2
2013,6,23,0,2,1
2013,6,23,0,3,1
2013,6,23,0,4,1
2013,6,23,0,7,1
2013,6,23,0,12,1
2013,6,23,1,4,1
2013,6,23,1,5,1
2013,6,23,1,9,1
2013,6,23,2,1,2
2013,6,23,2,4,1
2013,6,23,2,5,1
2013,6,23,2,9,1
2013,6,23,3,4,1
2013,6,23,3,9,1
2013,6,23,4,2,1
2013,6,23,5,2,1
2013,6,23,5,3,1
2013,6,23,5,5,2
2013,6,23,5,6,1
2013,6,23,5,7,1
2013,6,23,5,11,1
2013,6,23,6,1,1
2013,6,23,6,2,1
2013,6,23,6,11,1
2013,6,23,6,12,1
2013,7,0,0,1,1
2013,7,0,0,4,1
2013,7,0,0,8,1
2013,7,0,0,12,1
2013,7,0,2,5,1
2013,7,0,3,5,1
2013,7,0,5,1,1
2013,7,0,5,7,1
2013,7,0,6,1,2
2013,7,0,6,2,2
2013,7,0,6,3,2
2013,7,0,6,4,1
2013,7,0,6,10,1
2013,7,1,1,1,1
2013,7,1,2,6,1
2013,7,1,2,10,1
2013,7,1,5,5,1
2013,7,1,5,12,1
2013,7,1,6,1,1
2013,7,1,6,6,1
2013,7,2,0,10,1
2013,7,2,3,4,1
2013,7,2,6,1,1
2013,7,2,6,4,1
2013,7,2,6,8,1
2013,7,2,6,12,2
2013,7,3,0,8,2
2013,7,3,1,1,1
2013,7,3,1,12,1
2013,7,3,2,1,1
2013,7,3,2,10,1
2013,7,3,6,3,1
2013,7,3,6,6,1
2013,7,3,6,7,3
2013,7,3,6,12,1
2013,7,4,2,9,1
2013,7,4,4,2,1
2013,7,4,5,12,2
2013,7,4,6,2,1
2013,7,5,0,6,1
2013,7,5,0,8,1
2013,7,5,0,12,1
2013,7,5,1,7,1
2013,7,5,3,3,1
2013,7,5,4,2,1
2013,7,5,4,3,1
2013,7,5,4,6,1
2013,7,5,4,12,1
2013,7,5,5,2,1
2013,7,5,5,12,1
2013,7,5,6,2,1
2013,7,5,6,3,1
2013,7,5,6,5,3
2013,7,5,6,7,1
2013,7,5,6,9,2
2013,7,6,0,12,1
2013,7,6,1,12,1
2013,7,6,2,2,1
2013,7,6,3,5,1
2013,7,6,5,6,3
2013,7,6,6,5,1
2013,7,6,6,6,1
2013,7,6,6,12,1
2013,7,7,0,9,1
2013,7,7,1,1,1
2013,7,7,2,2,1
2013,7,7,2,8,1
2013,7,7,2,10,1
2013,7,7,3,7,1
2013,7,7,3,12,1
2013,7,7,4,2,1
2013,7,7,4,9,1
2013,7,7,5,8,1
2013,7,7,5,12,1
2013,7,7,6,1,1
2013,7,7,6,8,1
2013,7,8,0,1,1
2013,7,8,0,7,1
2013,7,8,0,11,2
2013,7,8,1,1,1
2013,7,8,1,4,1
2013,7,8,1,5,1
2013,7,8,1,6,1
2013,7,8,1,7,1
2013,7,8,1,10,1
2013,7,8,2,2,1
2013,7,8,2,3,1
2013,7,8,2,7,1
2013,7,8,2,10,1
2013,7,8,3,1,1
2013,7,8,3,2,1
2013,7,8,3,5,2
2013,7,8,3,7,1
2013,7,8,3,9,1
2013,7,8,3,10,1
2013,7,8,4,4,1
2013,7,8,4,5,1
2013,7,8,4,10,1
2013,7,8,4,12,1
2013,7,8,5,5,1
2013,7,8,6,7,1
2013,7,8,6,9,1
2013,7,9,0,7,1
2013,7,9,0,8,1
2013,7,9,0,10,1
2013,7,9,0,11,1
2013,7,9,1,2,1
2013,7,9,1,7,1
2013,7,9,1,9,1
2013,7,9,2,3,1
2013,7,9,2,7,1
2013,7,9,2,8,1
2013,7,9,3,1,1
2013,7,9,3,7,1
2013,7,9,4,2,1
2013,7,9,4,3,1
2013,7,9,4,4,1
2013,7,9,5,5,1
2013,7,9,5,6,3
2013,7,9,5,12,1
2013,7,9,6,9,1
2013,7,9,6,12,1
2013,7,10,0,2,1
2013,7,10,0,4,2
2013,7,10,0,8,1
2013,7,10,1,3,1
2013,7,10,1,4,1
2013,7,10,1,12,1
2013,7,10,2,4,2
2013,7,10,2,6,2
2013,7,10,2,7,2
2013,7,10,2,10,1
2013,7,10,2,12,1
2013,7,10,3,1,1
2013,7,10,3,2,1
2013,7,10,3,6,1
2013,7,10,3,8,1
2013,7,10,4,1,1
2013,7,10,4,3,1
2013,7,10,4,7,1
2013,7,10,4,8,1
2013,7,10,5,2,1
2013,7,10,5,3,1
2013,7,10,5,5,1
2013,7,10,5,6,1
2013,7,10,5,7,1
2013,7,10,5,12,1
2013,7,10,6,1,1
2013,7,10,6,3,2
2013,7,10,6,4,1
2013,7,10,6,6,1
2013,7,11,0,4,2
2013,7,11,0,10,1
2013,7,11,1,3,1
2013,7,11,1,4,2
2013,7,11,1,6,1
2013,7,11,1,9,1
2013,7,11,2,1,1
2013,7,11,2,4,3
2013,7,11,2,6,1
2013,7,11,2,7,2
2013,7,11,3,2,2
2013,7,11,3,3,1
2013,7,11,3,5,1
2013,7,11,3,7,1
2013,7,11,3,8,1
2013,7,11,3,12,3
2013,7,11,4,3,1
2013,7,11,4,4,1
2013,7,11,4,6,1
2013,7,11,4,7,2
2013,7,11,5,1,1
2013,7,11,5,2,1
2013,7,11,5,5,1
2013,7,11,5,8,1
2013,7,11,5,9,1
2013,7,11,6,1,1
2013,7,11,6,3,1
2013,7,11,6,5,1
2013,7,11,6,8,1
2013,7,11,6,9,1
2013,7,11,6,12,1
2013,7,12,0,1,1
2013,7,12,0,2,1
2013,7,12,0,3,1
2013,7,12,0,9,2
2013,7,12,0,11,1
2013,7,12,0,12,1
2013,7,12,1,2,1
2013,7,12,1,6,2
2013,7,12,1,10,2
2013,7,12,2,2,1
2013,7,12,2,7,2
2013,7,12,2,9,1
2013,7,12,3,2,2
2013,7,12,3,5,2
2013,7,12,3,8,1
2013,7,12,3,11,1
2013,7,12,3,12,1
2013,7,12,4,1,1
2013,7,12,4,2,1
2013,7,12,4,4,2
2013,7,12,4,5,2
2013,7,12,4,8,1
2013,7,12,4,10,2
2013,7,12,5,11,1
2013,7,12,6,3,3
2013,7,13,0,8,1
2013,7,13,0,12,1
2013,7,13,1,1,2
2013,7,13,1,7,1
2013,7,13,1,9,1
2013,7,13,2,4,1
2013,7,13,2,7,2
2013,7,13,2,8,1
2013,7,13,2,9,2
2013,7,13,3,3,1
2013,7,13,3,9,1
2013,7,13,4,1,2
2013,7,13,4,8,1
2013,7,13,5,1,2
2013,7,13,5,2,3
2013,7,13,5,3,2
2013,7,13,5,6,1
2013,7,13,6,2,1
2013,7,13,6,3,1
2013,7,13,6,8,1
2013,7,13,6,9,1
2013,7,13,6,10,2
2013,7,14,0,5,1
2013,7,14,0,7,1
2013,7,14,0,9,2
2013,7,14,1,1,2
2013,7,14,1,5,1
2013,7,14,2,4,1
2013,7,14,2,7,2
2013,7,14,2,9,1
2013,7,14,2,12,1
2013,7,14,3,2,2
2013,7,14,3,4,1
2013,7,14,3,6,1
2013,7,14,3,7,2
2013,7,14,3,9,1
2013,7,14,3,12,1
2013,7,14,4,5,1
2013,7,14,4,6,1
2013,7,14,4,8,1
2013,7,14,4,12,1
2013,7,14,5,1,1
2013,7,14,5,4,2
2013,7,14,5,6,1
2013,7,14,5,10,1
2013,7,14,5,11,1
2013,7,14,5,12,2
2013,7,14,6,1,1
2013,7,14,6,2,1
2013,7,14,6,7,1
2013,7,14,6,12,1
2013,7,15,0,4,2
2013,7,15,0,6,1
2013,7,15,0,8,1
2013,7,15,0,9,1
2013,7,15,0,12,2
2013,7,15,1,1,1
2013,7,15,1,3,1
2013,7,15,1,10,1
2013,7,15,2,1,1
2013,7,15,2,4,1
2013,7,15,2,7,1
2013,7,15,2,9,1
2013,7,15,2,10,1
2013,7,15,2,12,1
2013,7,15,3,1,1
2013,7,15,3,5,1
2013,7,15,3,7,1
2013,7,15,3,9,1
2013,7,15,4,1,1
2013,7,15,4,2,1
2013,7,15,4,5,1
2013,7,15,4,7,1
2013,7,15,4,8,1
2013,7,15,4,11,1
2013,7,15,5,3,1
2013,7,15,5,8,1
2013,7,15,6,3,1
2013,7,16,0,2,1
2013,7,16,0,5,2
2013,7,16,0,9,1
2013,7,16,1,1,1
2013,7,16,1,4,1
2013,7,16,1,6,1
2013,7,16,1,7,2
2013,7,16,1,10,1
2013,7,16,1,12,2
2013,7,16,2,2,1
2013,7,16,2,6,1
2013,7,16,2,7,1
2013,7,16,2,11,1
2013,7,16,3,4,1
2013,7,16,3,5,1
2013,7,16,3,6,1
2013,7,16,3,7,1
2013,7,16,4,4,1
2013,7,16,4,5,1
2013,7,16,4,9,1
2013,7,16,5,3,1
2013,7,16,5,4,1
2013,7,16,5,5,2
2013,7,16,5,6,1
2013,7,16,6,2,1
2013,7,16,6,3,1
2013,7,16,6,4,1
2013,7,16,6,8,1
2013,7,17,0,2,2
2013,7,17,0,6,1
2013,7,17,0,7,1
2013,7,17,0,8,1
2013,7,17,0,11,1
2013,7,17,1,2,2
2013,7,17,1,3,2
2013,7,17,1,7,2
2013,7,17,1,10,1
2013,7,17,2,5,1
2013,7,17,2,8,1
2013,7,17,2,11,1
2013,7,17,3,2,1
2013,7,17,3,6,1
2013,7,17,3,9,1
2013,7,17,3,10,2
2013,7,17,4,2,1
2013,7,17,4,3,1
2013,7,17,4,4,1
2013,7,17,4,5,1
2013,7,17,4,6,1
